date,coder,clan_file,audiofile,block,timestamp,clip,tier,label,multi-tier-parent,dont_share,training,reliability
,,101_001125_reliability.cha,101_001125.wav,857,35894470_35895480,1,FAN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,857,35895480_35897150,2,NOF,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,857,35897150_35897760,3,CHN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,857,35897760_35898690,4,OLF,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,857,35898690_35899750,5,NOF,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,857,35899750_35900570,6,CHN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,857,35900570_35901770,7,NOF,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,857,35901770_35902780,8,MAN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,857,35902780_35904230,9,NOF,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,857,35904230_35904970,10,CHN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,857,35904970_35906080,11,OLN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,857,35906080_35906920,12,NOF,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,857,35906920_35907920,13,MAN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,857,35907920_35908720,14,OLF,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,857,35908720_35909790,15,NOF,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,857,35909790_35910600,16,OLF,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,857,35910600_35910750,17,CHN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,857,35910750_35911200,18,CHN,,35910600_35910750,False,False,True
,,101_001125_reliability.cha,101_001125.wav,857,35911200_35912000,19,NOF,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,857,35912000_35915150,20,OLN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,857,35915150_35915790,21,CXN,,N,False,False,True
