date,coder,clan_file,audiofile,block,timestamp,clip,tier,label,multi-tier-parent,dont_share,training,reliability
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,20,601060_602090,1,CXN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,20,602090_602890,2,FAF,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,20,602890_604870,3,FAN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,20,604870_606360,4,MAF,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,20,606360_606710,5,CHF,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,20,606710_607030,6,CHF,,606360_606710,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,20,607030_607590,7,CHF,,606360_606710,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,20,607590_608390,8,OLN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,20,608390_609820,9,NOF,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,20,609820_610240,10,CHN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,20,610240_610830,11,CHN,,609820_610240,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,20,610830_611780,12,NOF,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,20,611780_613010,13,FAN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,20,613010_613900,14,NOF,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,20,613900_614700,15,CXN,,N,False,False,True
