date,coder,clan_file,audiofile,block,timestamp,clip,tier,label,multi-tier-parent,dont_share,training,reliability
,,101_001125_reliability.cha,101_001125.wav,730,25239570_25239740,1,CHN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25239740_25240220,2,CHN,,25239570_25239740,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25240220_25240330,3,CHN,,25239570_25239740,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25240330_25242380,4,NOF,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25242380_25243180,5,CXF,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25243180_25243980,6,SIL,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25243980_25244780,7,CXN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25244780_25246190,8,SIL,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25246190_25246790,9,CXN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25246790_25248560,10,SIL,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25248560_25248730,11,CHN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25248730_25249750,12,CHN,,25248560_25248730,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25249750_25250800,13,NOF,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25250800_25251610,14,SIL,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25251610_25252670,15,CHN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25252670_25253480,16,NON,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25253480_25254310,17,OLF,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25254310_25255310,18,FAN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25255310_25255580,19,CHN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25255580_25255810,20,CHN,,25255310_25255580,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25255810_25255910,21,CHN,,25255310_25255580,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25255910_25257150,22,OLF,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25257150_25258280,23,FAN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25258280_25259250,24,CHN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25259250_25260360,25,OLN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25260360_25261200,26,OLF,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25261200_25262050,27,CXN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25262050_25262600,28,CHN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25262600_25262770,29,CHN,,25262050_25262600,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25262770_25263590,30,SIL,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25263590_25264390,31,OLN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25264390_25265270,32,NOF,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25265270_25265870,33,CHN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25265870_25266840,34,OLN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25266840_25268490,35,FAN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25268490_25268830,36,CHN,,N,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25268830_25269280,37,CHN,,25268490_25268830,False,False,True
,,101_001125_reliability.cha,101_001125.wav,730,25269280_25270470,38,CXN,,N,False,False,True
