date,coder,clan_file,audiofile,block,timestamp,clip,tier,label,multi-tier-parent,dont_share,training,reliability
,,0007_000612s_reliability.cha,0007_000612s.wav,30,839080_840120,1,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,30,840120_841910,2,SIL,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,30,841910_842690,3,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,30,842690_843500,4,OLN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,30,843500_844300,5,CXN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,30,844300_845100,6,OLN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,30,845100_845710,7,CHN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,30,845710_846120,8,CHN,,845100_845710,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,30,846120_846850,9,CHN,,845100_845710,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,30,846850_848180,10,OLN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,30,848180_849010,11,OLF,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,30,849010_850280,12,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,30,850280_851760,13,NOF,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,30,851760_852580,14,SIL,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,30,852580_853500,15,CHN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,30,853500_854340,16,SIL,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,30,854340_857310,17,CHN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,30,857310_857640,18,CHN,,854340_857310,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,30,857640_857820,19,CHN,,854340_857310,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,30,857820_857970,20,CHN,,854340_857310,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,30,857970_859000,21,MAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,30,859000_860080,22,FAN,,N,False,False,True
