date,coder,clan_file,audiofile,block,timestamp,clip,tier,label,multi-tier-parent,dont_share,training,reliability
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,23,666420_667520,1,FAN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,23,667520_668320,2,FAF,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,23,668320_669390,3,CXN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,23,669390_670390,4,MAF,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,23,670390_671820,5,NOF,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,23,671820_672700,6,SIL,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,23,672700_673850,7,NOF,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,23,673850_675780,8,FAN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,23,675780_676470,9,FAN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,23,676470_678900,10,FAN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,23,678900_679880,11,NOF,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,23,679880_680720,12,CHN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,23,680720_682360,13,FAN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,23,682360_682960,14,NOF,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,23,682960_684490,15,FAN,,N,False,False,True
