date,coder,clan_file,audiofile,block,timestamp,clip,tier,label,multi-tier-parent,dont_share,training,reliability
,,0007_000612s_reliability.cha,0007_000612s.wav,101,2472840_2473840,1,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,101,2473840_2474440,2,CHN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,101,2474440_2475860,3,MAF,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,101,2475860_2476870,4,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,101,2476870_2477860,5,SIL,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,101,2477860_2478860,6,MAF,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,101,2478860_2480000,7,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,101,2480000_2481000,8,MAF,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,101,2481000_2481800,9,OLF,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,101,2481800_2483350,10,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,101,2483350_2484570,11,NOF,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,101,2484570_2485570,12,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,101,2485570_2486370,13,OLN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,101,2486370_2487280,14,SIL,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,101,2487280_2488170,15,OLF,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,101,2488170_2488990,16,NOF,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,101,2488990_2490320,17,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,101,2490320_2491520,18,MAF,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,101,2491520_2492520,19,FAN,,N,False,False,True
