date,coder,clan_file,audiofile,block,timestamp,clip,tier,label,multi-tier-parent,dont_share,training,reliability
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2311630_2314540,1,CHN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2314540_2314830,2,CHN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2314830_2315610,3,CHN,,2314540_2314830,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2315610_2316210,4,CHN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2316210_2317280,5,OLN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2317280_2318100,6,FAF,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2318100_2318900,7,NOF,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2318900_2320670,8,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2320670_2321470,9,OLN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2321470_2323650,10,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2323650_2324450,11,SIL,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2324450_2325490,12,OLF,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2325490_2326310,13,SIL,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2326310_2327170,14,OLF,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2327170_2330780,15,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2330780_2331580,16,SIL,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2331580_2332970,17,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2332970_2334820,18,SIL,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2334820_2335820,19,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2335820_2336950,20,SIL,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2336950_2337950,21,MAF,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2337950_2339280,22,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2339280_2339880,23,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2339880_2341090,24,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2341090_2341940,25,SIL,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2341940_2342940,26,FAF,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2342940_2343930,27,SIL,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2343930_2344530,28,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2344530_2345330,29,SIL,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2345330_2348990,30,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2348990_2350030,31,SIL,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2350030_2351980,32,MAF,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2351980_2352580,33,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2352580_2354720,34,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2354720_2357340,35,SIL,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2357340_2357950,36,FAF,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2357950_2359190,37,SIL,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2359190_2360300,38,MAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2360300_2361250,39,SIL,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2361250_2362470,40,MAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2362470_2365010,41,SIL,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2365010_2367810,42,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2367810_2368740,43,SIL,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2368740_2370170,44,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2370170_2370770,45,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2370770_2371830,46,MAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2371830_2372840,47,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2372840_2373640,48,SIL,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2373640_2374440,49,OLF,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2374440_2375760,50,SIL,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2375760_2376360,51,CHF,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2376360_2377160,52,SIL,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2377160_2378260,53,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2378260_2379310,54,SIL,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2379310_2381080,55,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2381080_2382840,56,SIL,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2382840_2383840,57,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2383840_2384640,58,MAF,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,94,2384640_2385970,59,FAN,,N,False,False,True
