date,coder,clan_file,audiofile,block,timestamp,clip,tier,label,multi-tier-parent,dont_share,training,reliability
,,e20130903_105737_009228_reliability.cha,e20130903_105737_009228.wav,15,381350_382570,1,CXN,,N,False,False,True
,,e20130903_105737_009228_reliability.cha,e20130903_105737_009228.wav,15,382570_383590,2,FAN,,N,False,False,True
,,e20130903_105737_009228_reliability.cha,e20130903_105737_009228.wav,15,383590_384230,3,CHN,,N,False,False,True
,,e20130903_105737_009228_reliability.cha,e20130903_105737_009228.wav,15,384230_385280,4,CXN,,N,False,False,True
,,e20130903_105737_009228_reliability.cha,e20130903_105737_009228.wav,15,385280_386850,5,FAN,,N,False,False,True
,,e20130903_105737_009228_reliability.cha,e20130903_105737_009228.wav,15,386850_388090,6,NOF,,N,False,False,True
,,e20130903_105737_009228_reliability.cha,e20130903_105737_009228.wav,15,388090_389090,7,OLN,,N,False,False,True
,,e20130903_105737_009228_reliability.cha,e20130903_105737_009228.wav,15,389090_390620,8,FAN,,N,False,False,True
,,e20130903_105737_009228_reliability.cha,e20130903_105737_009228.wav,15,390620_391430,9,OLN,,N,False,False,True
,,e20130903_105737_009228_reliability.cha,e20130903_105737_009228.wav,15,391430_392760,10,NOF,,N,False,False,True
,,e20130903_105737_009228_reliability.cha,e20130903_105737_009228.wav,15,392760_393560,11,CXN,,N,False,False,True
,,e20130903_105737_009228_reliability.cha,e20130903_105737_009228.wav,15,393560_393860,12,CHN,,N,False,False,True
,,e20130903_105737_009228_reliability.cha,e20130903_105737_009228.wav,15,393860_394240,13,CHN,,393560_393860,False,False,True
,,e20130903_105737_009228_reliability.cha,e20130903_105737_009228.wav,15,394240_394620,14,CHN,,393560_393860,False,False,True
,,e20130903_105737_009228_reliability.cha,e20130903_105737_009228.wav,15,394620_395430,15,CXN,,N,False,False,True
,,e20130903_105737_009228_reliability.cha,e20130903_105737_009228.wav,15,395430_396430,16,FAN,,N,False,False,True
,,e20130903_105737_009228_reliability.cha,e20130903_105737_009228.wav,15,396430_397050,17,FAN,,N,False,False,True
,,e20130903_105737_009228_reliability.cha,e20130903_105737_009228.wav,15,397050_398180,18,FAF,,N,False,False,True
,,e20130903_105737_009228_reliability.cha,e20130903_105737_009228.wav,15,398180_398980,19,CXN,,N,False,False,True
,,e20130903_105737_009228_reliability.cha,e20130903_105737_009228.wav,15,398980_401420,20,FAN,,N,False,False,True
,,e20130903_105737_009228_reliability.cha,e20130903_105737_009228.wav,15,401420_402420,21,TVN,,N,False,False,True
,,e20130903_105737_009228_reliability.cha,e20130903_105737_009228.wav,15,402420_409630,22,FAN,,N,False,False,True
,,e20130903_105737_009228_reliability.cha,e20130903_105737_009228.wav,15,409630_410740,23,SIL,,N,False,False,True
,,e20130903_105737_009228_reliability.cha,e20130903_105737_009228.wav,15,410740_411860,24,FAN,,N,False,False,True
,,e20130903_105737_009228_reliability.cha,e20130903_105737_009228.wav,15,411860_412920,25,NOF,,N,False,False,True
,,e20130903_105737_009228_reliability.cha,e20130903_105737_009228.wav,15,412920_415580,26,CXN,,N,False,False,True
,,e20130903_105737_009228_reliability.cha,e20130903_105737_009228.wav,15,415580_419400,27,NOF,,N,False,False,True
,,e20130903_105737_009228_reliability.cha,e20130903_105737_009228.wav,15,419400_421840,28,CXN,,N,False,False,True
,,e20130903_105737_009228_reliability.cha,e20130903_105737_009228.wav,15,421840_422800,29,NOF,,N,False,False,True
,,e20130903_105737_009228_reliability.cha,e20130903_105737_009228.wav,15,422800_423800,30,FAN,,N,False,False,True
,,e20130903_105737_009228_reliability.cha,e20130903_105737_009228.wav,15,423800_424600,31,NOF,,N,False,False,True
,,e20130903_105737_009228_reliability.cha,e20130903_105737_009228.wav,15,424600_425600,32,FAN,,N,False,False,True
