date,coder,clan_file,audiofile,block,timestamp,clip,tier,label,multi-tier-parent,dont_share,training,reliability
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,25,702300_703620,1,FAN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,25,703620_704250,2,FAN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,25,704250_705130,3,SIL,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,25,705130_707590,4,FAN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,25,707590_708780,5,OLN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,25,708780_709850,6,FAN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,25,709850_710450,7,CHN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,25,710450_713570,8,FAN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,25,713570_714460,9,NON,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,25,714460_715290,10,OLN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,25,715290_716450,11,CXN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,25,716450_716630,12,CHN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,25,716630_717070,13,CHN,,716450_716630,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,25,717070_717870,14,SIL,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,25,717870_719000,15,CXF,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,25,719000_720000,16,TVF,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,25,720000_721470,17,FAN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,25,721470_723030,18,NOF,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,25,723030_724170,19,FAN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,25,724170_724780,20,FAN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,25,724780_726070,21,FAN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,25,726070_726880,22,NOF,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,25,726880_728790,23,FAN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,25,728790_729980,24,CHN,,N,False,False,True
