date,coder,clan_file,audiofile,block,timestamp,clip,tier,label,multi-tier-parent,dont_share,training,reliability
,,0007_000612s_reliability.cha,0007_000612s.wav,92,2263710_2265050,1,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,92,2265050_2266170,2,OLN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,92,2266170_2266310,3,CHN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,92,2266310_2268950,4,CHN,,2266170_2266310,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,92,2268950_2269750,5,CXN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,92,2269750_2271070,6,CHN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,92,2271070_2272230,7,CHN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,92,2272230_2273150,8,OLN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,92,2273150_2275560,9,CHN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,92,2275560_2276560,10,CHN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,92,2276560_2276920,11,CHN,,2275560_2276560,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,92,2276920_2277180,12,CHN,,2275560_2276560,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,92,2277180_2278370,13,OLN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,92,2278370_2280750,14,CHN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,92,2280750_2281780,15,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,92,2281780_2285980,16,CHN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,92,2285980_2286470,17,CHN,,2281780_2285980,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,92,2286470_2288250,18,CHN,,2281780_2285980,False,False,True
