date,coder,clan_file,audiofile,block,timestamp,clip,tier,label,multi-tier-parent,dont_share,training,reliability
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,3,62990_64000,1,FAN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,3,64000_64550,2,CHN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,3,64550_64710,3,CHN,,64000_64550,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,3,64710_65720,4,FAN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,3,65720_66740,5,TVF,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,3,66740_68210,6,FAN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,3,68210_70000,7,SIL,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,3,70000_70090,8,CHN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,3,70090_70260,9,CHN,,70000_70090,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,3,70260_70600,10,CHN,,70000_70090,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,3,70600_71660,11,SIL,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,3,71660_72460,12,NOF,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,3,72460_73460,13,FAN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,3,73460_75060,14,SIL,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,3,75060_76810,15,FAN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,3,76810_77760,16,OLN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,3,77760_79720,17,FAN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,3,79720_81080,18,TVF,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,3,81080_83290,19,FAN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,3,83290_85450,20,NOF,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,3,85450_87630,21,FAN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,3,87630_87930,22,CHN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,3,87930_88150,23,CHN,,87630_87930,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,3,88150_88240,24,CHN,,87630_87930,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,3,88240_89540,25,FAN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,3,89540_90420,26,CHN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,3,90420_90640,27,CHN,,89540_90420,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,3,90640_91650,28,FAN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,3,91650_93640,29,NOF,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,3,93640_95920,30,FAN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,3,95920_97600,31,NOF,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,3,97600_98600,32,FAN,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,3,98600_99710,33,NOF,,N,False,False,True
,,e20150511_120645_009236_reliability.cha,e20150511_120645_009236.wav,3,99710_101010,34,FAN,,N,False,False,True
