date,coder,clan_file,audiofile,block,timestamp,clip,tier,label,multi-tier-parent,dont_share,training,reliability
,,0007_000612s_reliability.cha,0007_000612s.wav,50,1425000_1425600,1,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,50,1425600_1426400,2,SIL,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,50,1426400_1427440,3,TVF,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,50,1427440_1427570,4,CHN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,50,1427570_1428040,5,CHN,,1427440_1427570,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,50,1428040_1429310,6,MAF,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,50,1429310_1430970,7,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,50,1430970_1431770,8,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,50,1431770_1431860,9,CHN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,50,1431860_1432580,10,CHN,,1431770_1431860,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,50,1432580_1432660,11,CHN,,1431770_1431860,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,50,1432660_1433460,12,CXN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,50,1433460_1435220,13,OLN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,50,1435220_1436220,14,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,50,1436220_1437030,15,SIL,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,50,1437030_1438030,16,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,50,1438030_1438910,17,CHN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,50,1438910_1440320,18,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,50,1440320_1441120,19,CXN,,N,False,False,True
