date,coder,clan_file,audiofile,block,timestamp,clip,tier,label,multi-tier-parent,dont_share,training,reliability
,,0204_000314_reliability.cha,0204_000314.wav,25,606240_606630,1,CHN,,N,False,False,True
,,0204_000314_reliability.cha,0204_000314.wav,25,606630_606840,2,CHN,,606240_606630,False,False,True
,,0204_000314_reliability.cha,0204_000314.wav,25,606840_607650,3,NOF,,N,False,False,True
,,0204_000314_reliability.cha,0204_000314.wav,25,607650_607970,4,CHN,,N,False,False,True
,,0204_000314_reliability.cha,0204_000314.wav,25,607970_608150,5,CHN,,607650_607970,False,False,True
,,0204_000314_reliability.cha,0204_000314.wav,25,608150_608250,6,CHN,,607650_607970,False,False,True
,,0204_000314_reliability.cha,0204_000314.wav,25,608250_609460,7,SIL,,N,False,False,True
,,0204_000314_reliability.cha,0204_000314.wav,25,609460_610090,8,FAF,,N,False,False,True
,,0204_000314_reliability.cha,0204_000314.wav,25,610090_611240,9,SIL,,N,False,False,True
,,0204_000314_reliability.cha,0204_000314.wav,25,611240_612780,10,FAN,,N,False,False,True
,,0204_000314_reliability.cha,0204_000314.wav,25,612780_613610,11,MAF,,N,False,False,True
,,0204_000314_reliability.cha,0204_000314.wav,25,613610_614610,12,FAN,,N,False,False,True
,,0204_000314_reliability.cha,0204_000314.wav,25,614610_616680,13,SIL,,N,False,False,True
,,0204_000314_reliability.cha,0204_000314.wav,25,616680_618420,14,FAN,,N,False,False,True
,,0204_000314_reliability.cha,0204_000314.wav,25,618420_619960,15,MAN,,N,False,False,True
,,0204_000314_reliability.cha,0204_000314.wav,25,619960_621350,16,FAN,,N,False,False,True
,,0204_000314_reliability.cha,0204_000314.wav,25,621350_622350,17,MAN,,N,False,False,True
,,0204_000314_reliability.cha,0204_000314.wav,25,622350_623280,18,CXN,,N,False,False,True
,,0204_000314_reliability.cha,0204_000314.wav,25,623280_624440,19,MAN,,N,False,False,True
