date,coder,clan_file,audiofile,block,timestamp,clip,tier,label,multi-tier-parent,dont_share,training,reliability
,,train_Block2_VanDam2.cha,e20130903_105737_009228.mp3,715,32459290_32459810,1,CHN,,N,False,True,False
,,train_Block2_VanDam2.cha,e20130903_105737_009228.mp3,715,32459810_32459890,2,CHN,,32459290_32459810,False,True,False
,,train_Block2_VanDam2.cha,e20130903_105737_009228.mp3,715,32459890_32461390,3,OLN,,N,False,True,False
,,train_Block2_VanDam2.cha,e20130903_105737_009228.mp3,715,32461390_32462370,4,NOF,,N,False,True,False
,,train_Block2_VanDam2.cha,e20130903_105737_009228.mp3,715,32462370_32463740,5,OLN,,N,False,True,False
,,train_Block2_VanDam2.cha,e20130903_105737_009228.mp3,715,32463740_32465310,6,FAN,,N,False,True,False
,,train_Block2_VanDam2.cha,e20130903_105737_009228.mp3,715,32465310_32467170,7,OLN,,N,False,True,False
,,train_Block2_VanDam2.cha,e20130903_105737_009228.mp3,715,32467170_32468020,8,CHN,,N,False,True,False
,,train_Block2_VanDam2.cha,e20130903_105737_009228.mp3,715,32468020_32468820,9,OLN,,N,False,True,False
,,train_Block2_VanDam2.cha,e20130903_105737_009228.mp3,715,32468820_32469330,10,CHN,,N,False,True,False
,,train_Block2_VanDam2.cha,e20130903_105737_009228.mp3,715,32469330_32469420,11,CHN,,32468820_32469330,False,True,False
,,train_Block2_VanDam2.cha,e20130903_105737_009228.mp3,715,32469420_32470240,12,NOF,,N,False,True,False
,,train_Block2_VanDam2.cha,e20130903_105737_009228.mp3,715,32470240_32470840,13,OLN,,N,False,True,False
,,train_Block2_VanDam2.cha,e20130903_105737_009228.mp3,715,32470840_32472340,14,FAN,,N,False,True,False
,,train_Block2_VanDam2.cha,e20130903_105737_009228.mp3,715,32472340_32473140,15,OLF,,N,False,True,False
,,train_Block2_VanDam2.cha,e20130903_105737_009228.mp3,715,32473140_32473410,16,CHN,,N,False,True,False
,,train_Block2_VanDam2.cha,e20130903_105737_009228.mp3,715,32473410_32474070,17,CHN,,32473140_32473410,False,True,False
,,train_Block2_VanDam2.cha,e20130903_105737_009228.mp3,715,32474070_32475700,18,FAN,,N,False,True,False
,,train_Block2_VanDam2.cha,e20130903_105737_009228.mp3,715,32475700_32476300,19,CHN,,N,False,True,False
,,train_Block2_VanDam2.cha,e20130903_105737_009228.mp3,715,32476300_32477100,20,OLN,,N,False,True,False
,,train_Block2_VanDam2.cha,e20130903_105737_009228.mp3,715,32477100_32477440,21,CHN,,N,False,True,False
,,train_Block2_VanDam2.cha,e20130903_105737_009228.mp3,715,32477440_32477870,22,CHN,,32477100_32477440,False,True,False
,,train_Block2_VanDam2.cha,e20130903_105737_009228.mp3,715,32477870_32479190,23,OLN,,N,False,True,False
,,train_Block2_VanDam2.cha,e20130903_105737_009228.mp3,715,32479190_32479720,24,CHN,,N,False,True,False
,,train_Block2_VanDam2.cha,e20130903_105737_009228.mp3,715,32479720_32479790,25,CHN,,32479190_32479720,False,True,False
