date,coder,clan_file,audiofile,block,timestamp,clip,tier,label,multi-tier-parent,dont_share,training,reliability
,,0015_000607s_reliability.cha,0015_000607s.wav,28,629990_632830,1,FAN,,N,False,False,True
,,0015_000607s_reliability.cha,0015_000607s.wav,28,632830_633630,2,CXN,,N,False,False,True
,,0015_000607s_reliability.cha,0015_000607s.wav,28,633630_634500,3,SIL,,N,False,False,True
,,0015_000607s_reliability.cha,0015_000607s.wav,28,634500_635750,4,FAN,,N,False,False,True
,,0015_000607s_reliability.cha,0015_000607s.wav,28,635750_637110,5,MAN,,N,False,False,True
,,0015_000607s_reliability.cha,0015_000607s.wav,28,637110_638130,6,NOF,,N,False,False,True
,,0015_000607s_reliability.cha,0015_000607s.wav,28,638130_639130,7,FAN,,N,False,False,True
,,0015_000607s_reliability.cha,0015_000607s.wav,28,639130_641750,8,MAN,,N,False,False,True
,,0015_000607s_reliability.cha,0015_000607s.wav,28,641750_642600,9,SIL,,N,False,False,True
,,0015_000607s_reliability.cha,0015_000607s.wav,28,642600_643610,10,TVN,,N,False,False,True
,,0015_000607s_reliability.cha,0015_000607s.wav,28,643610_644660,11,MAN,,N,False,False,True
,,0015_000607s_reliability.cha,0015_000607s.wav,28,644660_646650,12,TVN,,N,False,False,True
,,0015_000607s_reliability.cha,0015_000607s.wav,28,646650_647250,13,FAN,,N,False,False,True
,,0015_000607s_reliability.cha,0015_000607s.wav,28,647250_648050,14,SIL,,N,False,False,True
,,0015_000607s_reliability.cha,0015_000607s.wav,28,648050_649050,15,FAN,,N,False,False,True
,,0015_000607s_reliability.cha,0015_000607s.wav,28,649050_650050,16,MAN,,N,False,False,True
,,0015_000607s_reliability.cha,0015_000607s.wav,28,650050_650870,17,OLF,,N,False,False,True
,,0015_000607s_reliability.cha,0015_000607s.wav,28,650870_651870,18,TVN,,N,False,False,True
,,0015_000607s_reliability.cha,0015_000607s.wav,28,651870_652910,19,MAN,,N,False,False,True
