date,coder,clan_file,audiofile,block,timestamp,clip,tier,label,multi-tier-parent,dont_share,training,reliability
,,0007_000612s_reliability.cha,0007_000612s.wav,72,1800290_1801320,1,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,72,1801320_1802250,2,OLF,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,72,1802250_1803050,3,NOF,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,72,1803050_1803930,4,OLN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,72,1803930_1805120,5,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,72,1805120_1805930,6,NOF,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,72,1805930_1806730,7,OLN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,72,1806730_1807630,8,NOF,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,72,1807630_1808640,9,OLF,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,72,1808640_1809670,10,TVN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,72,1809670_1810990,11,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,72,1810990_1811910,12,OLN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,72,1811910_1812710,13,SIL,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,72,1812710_1814430,14,FAN,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,72,1814430_1815540,15,SIL,,N,False,False,True
,,0007_000612s_reliability.cha,0007_000612s.wav,72,1815540_1816980,16,FAN,,N,False,False,True
