date,coder,clan_file,audiofile,block,timestamp,clip,tier,label,multi-tier-parent,dont_share,training,reliability
,,train_Block9_VanDam5.cha,e20100915_135019_003559.mp3,273,8461430_8462440,1,CHN,,N,False,True,False
,,train_Block9_VanDam5.cha,e20100915_135019_003559.mp3,273,8462440_8463240,2,OLN,,N,False,True,False
,,train_Block9_VanDam5.cha,e20100915_135019_003559.mp3,273,8463240_8464310,3,CHN,,N,False,True,False
,,train_Block9_VanDam5.cha,e20100915_135019_003559.mp3,273,8464310_8465150,4,MAF,,N,False,True,False
,,train_Block9_VanDam5.cha,e20100915_135019_003559.mp3,273,8465150_8465990,5,CHN,,N,False,True,False
,,train_Block9_VanDam5.cha,e20100915_135019_003559.mp3,273,8465990_8467170,6,NOF,,N,False,True,False
,,train_Block9_VanDam5.cha,e20100915_135019_003559.mp3,273,8467170_8468200,7,MAF,,N,False,True,False
,,train_Block9_VanDam5.cha,e20100915_135019_003559.mp3,273,8468200_8469120,8,NOF,,N,False,True,False
,,train_Block9_VanDam5.cha,e20100915_135019_003559.mp3,273,8469120_8470140,9,FAN,,N,False,True,False
,,train_Block9_VanDam5.cha,e20100915_135019_003559.mp3,273,8470140_8471140,10,MAF,,N,False,True,False
,,train_Block9_VanDam5.cha,e20100915_135019_003559.mp3,273,8471140_8471940,11,OLN,,N,False,True,False
,,train_Block9_VanDam5.cha,e20100915_135019_003559.mp3,273,8471940_8473490,12,FAN,,N,False,True,False
,,train_Block9_VanDam5.cha,e20100915_135019_003559.mp3,273,8473490_8474580,13,NOF,,N,False,True,False
,,train_Block9_VanDam5.cha,e20100915_135019_003559.mp3,273,8474580_8475180,14,FAN,,N,False,True,False
,,train_Block9_VanDam5.cha,e20100915_135019_003559.mp3,273,8475180_8475980,15,NOF,,N,False,True,False
,,train_Block9_VanDam5.cha,e20100915_135019_003559.mp3,273,8475980_8476780,16,SIL,,N,False,True,False
,,train_Block9_VanDam5.cha,e20100915_135019_003559.mp3,273,8476780_8478360,17,FAN,,N,False,True,False
,,train_Block9_VanDam5.cha,e20100915_135019_003559.mp3,273,8478360_8480330,18,MAF,,N,False,True,False
,,train_Block9_VanDam5.cha,e20100915_135019_003559.mp3,273,8480330_8481070,19,FAN,,N,False,True,False
,,train_Block9_VanDam5.cha,e20100915_135019_003559.mp3,273,8481070_8482550,20,CXN,,N,False,True,False
